date,schedtime,deptime,carrier,origin,dest,distance,flightnumber,dayweek,daymonth,tailnumber,weather
2004-01-11,1130,1130,DL,DCA,LGA,214,1750,7,11,N241DL,good
2004-01-11,1230,1231,DL,DCA,LGA,214,1752,7,11,N221DL,good
2004-01-11,1330,1327,DL,DCA,LGA,214,1754,7,11,N222DZ,good
2004-01-11,1430,1430,DL,DCA,LGA,214,1756,7,11,N242DL,good
2004-01-11,1530,1529,DL,DCA,LGA,214,1758,7,11,N241DL,good
2004-01-11,1630,1628,DL,DCA,LGA,214,1760,7,11,N221DL,good
2004-01-11,1730,1732,DL,DCA,LGA,214,1762,7,11,N222DZ,good
2004-01-11,1830,1842,DL,DCA,LGA,214,1764,7,11,N242DL,good
2004-01-11,1930,1928,DL,DCA,LGA,214,1766,7,11,N241DL,good
2004-01-11,2030,2032,DL,DCA,LGA,214,1768,7,11,N221DL,good
2004-01-11,1530,1525,MQ,DCA,JFK,213,4752,7,11,N801MQ,good
2004-01-11,600,552,MQ,DCA,JFK,213,4760,7,11,N710MQ,good
2004-01-11,925,915,MQ,DCA,JFK,213,4771,7,11,N704MQ,good
2004-01-11,1830,2015,MQ,DCA,JFK,213,4784,7,11,N704MQ,good
2004-01-11,1300,1255,MQ,DCA,LGA,214,4964,7,11,N709MQ,good
2004-01-11,1500,1456,MQ,DCA,LGA,214,4968,7,11,N704MQ,good
2004-01-11,1700,1652,MQ,DCA,LGA,214,4972,7,11,N737MQ,good
2004-01-11,1900,1900,MQ,DCA,LGA,214,4976,7,11,N734MQ,good
2004-01-11,850,848,UA,IAD,LGA,229,846,7,11,N588UA,good
2004-01-11,900,858,US,DCA,LGA,214,2164,7,11,N763UW,good
2004-01-11,1000,957,US,DCA,LGA,214,2166,7,11,N721UW,good
2004-01-11,1100,1057,US,DCA,LGA,214,2168,7,11,N722UW,good
2004-01-11,1200,1202,US,DCA,LGA,214,2170,7,11,N748UW,good
2004-01-11,1300,1258,US,DCA,LGA,214,2172,7,11,N763UW,good
2004-01-11,1400,1350,US,DCA,LGA,214,2174,7,11,N721UW,good
2004-01-11,1500,1452,US,DCA,LGA,214,2176,7,11,N722UW,good
2004-01-11,1600,1556,US,DCA,LGA,214,2178,7,11,N748UW,good
2004-01-11,1700,1657,US,DCA,LGA,214,2180,7,11,N763UW,good
2004-01-11,1800,1753,US,DCA,LGA,214,2182,7,11,N721UW,good
2004-01-11,1900,1856,US,DCA,LGA,214,2184,7,11,N722UW,good
2004-01-11,2000,2002,US,DCA,LGA,214,2186,7,11,N748UW,good
2004-01-11,2100,2054,US,DCA,LGA,214,2188,7,11,N763UW,good
2004-01-11,1720,1736,RU,BWI,EWR,169,3372,7,11,N12540,good
2004-01-11,1030,1029,RU,BWI,EWR,169,2303,7,11,N13990,good
2004-01-11,1315,1310,RU,BWI,EWR,169,2703,7,11,N12946,good
2004-01-11,1455,1450,RU,BWI,EWR,169,2403,7,11,N10575,good
2004-01-11,1900,1851,CO,DCA,EWR,199,816,7,11,N33608,good
2004-01-11,1300,1255,CO,DCA,EWR,199,1767,7,11,N11656,good
2004-01-11,1630,1623,CO,DCA,EWR,199,810,7,11,N19623,good
2004-01-11,840,835,DH,IAD,EWR,213,7299,7,11,N654BR,good
2004-01-11,1710,1700,DH,IAD,EWR,213,7302,7,11,N691BR,good
2004-01-11,1245,1241,DH,IAD,EWR,213,7303,7,11,N691BR,good
2004-01-11,2120,2113,DH,IAD,EWR,213,7304,7,11,N652BR,good
2004-01-11,1430,1531,DH,IAD,EWR,213,7307,7,11,N307UE,good
2004-01-11,2130,2130,RU,DCA,EWR,199,2879,7,11,N13123,good
2004-01-11,845,844,RU,IAD,EWR,213,2254,7,11,N13975,good
2004-01-11,1700,1656,RU,IAD,EWR,213,2497,7,11,N13969,good
2004-01-11,1730,1723,RU,DCA,EWR,199,2097,7,11,N16976,good
2004-01-11,1359,1356,RU,DCA,EWR,199,2216,7,11,N14993,good
2004-01-11,930,926,RU,DCA,EWR,199,2582,7,11,N13968,good
2004-01-11,1500,1501,RU,IAD,EWR,213,2156,7,11,N17115,good
2004-01-11,1900,1856,RU,IAD,EWR,213,2385,7,11,N17115,good
2004-01-12,1455,1450,OH,BWI,JFK,184,5935,1,12,N812CA,good
2004-01-12,1640,1640,DH,DCA,JFK,213,6155,1,12,N418FJ,good
2004-01-12,1245,1244,DH,IAD,LGA,229,7208,1,12,N320UE,good
2004-01-12,1455,1442,DH,IAD,LGA,229,7211,1,12,N676BR,good
2004-01-12,1715,1709,DH,IAD,LGA,229,7215,1,12,N645BR,good
2004-01-12,2120,2112,DH,IAD,LGA,229,7684,1,12,N702BR,good
2004-01-12,640,641,DH,IAD,LGA,229,7790,1,12,N676BR,good
2004-01-12,1040,1037,DH,IAD,LGA,229,7792,1,12,N676BR,good
2004-01-12,840,833,DH,IAD,JFK,228,7800,1,12,N677BR,good
2004-01-12,1240,1240,DH,IAD,JFK,228,7806,1,12,N309UE,good
2004-01-12,1455,1535,DH,IAD,JFK,228,7808,1,12,N321UE,good
2004-01-12,1645,1638,DH,IAD,JFK,228,7810,1,12,N315UE,good
2004-01-12,1715,1710,DH,IAD,JFK,228,7812,1,12,N327UE,good
2004-01-12,2120,2112,DH,IAD,JFK,228,7814,1,12,N659BR,good
2004-01-12,1455,1451,DL,DCA,JFK,213,746,1,12,N974DL,good
2004-01-12,630,630,DL,DCA,LGA,214,1740,1,12,N242DL,good
2004-01-12,730,733,DL,DCA,LGA,214,1742,1,12,N222DZ,good
2004-01-12,830,830,DL,DCA,LGA,214,1744,1,12,N241DL,good
2004-01-12,930,1004,DL,DCA,LGA,214,1746,1,12,N221DL,good
2004-01-12,1030,1028,DL,DCA,LGA,214,1748,1,12,N223DZ,good
2004-01-12,1130,1131,DL,DCA,LGA,214,1750,1,12,N222DZ,good
2004-01-12,1230,1230,DL,DCA,LGA,214,1752,1,12,N241DL,good
2004-01-12,1330,1328,DL,DCA,LGA,214,1754,1,12,N221DL,good
2004-01-12,1430,1432,DL,DCA,LGA,214,1756,1,12,N223DZ,good
2004-01-12,1530,1529,DL,DCA,LGA,214,1758,1,12,N222DZ,good
2004-01-12,1630,1630,DL,DCA,LGA,214,1760,1,12,N241DL,good
2004-01-12,1730,1728,DL,DCA,LGA,214,1762,1,12,N221DL,good
2004-01-12,1830,1830,DL,DCA,LGA,214,1764,1,12,N223DZ,good
2004-01-12,1930,1929,DL,DCA,LGA,214,1766,1,12,N222DZ,good
2004-01-12,2030,2029,DL,DCA,LGA,214,1768,1,12,N224DA,good
2004-01-12,1530,1527,MQ,DCA,JFK,213,4752,1,12,N705MQ,good
2004-01-12,600,553,MQ,DCA,JFK,213,4760,1,12,N717MQ,good
2004-01-12,1830,1820,MQ,DCA,JFK,213,4784,1,12,N704MQ,good
2004-01-12,700,654,MQ,DCA,LGA,214,4952,1,12,N801MQ,good
2004-01-12,800,756,MQ,DCA,LGA,214,4954,1,12,N713MQ,good
2004-01-12,900,855,MQ,DCA,LGA,214,4956,1,12,N705MQ,good
2004-01-12,1100,1053,MQ,DCA,LGA,214,4960,1,12,N725MQ,good
2004-01-12,1300,1258,MQ,DCA,LGA,214,4964,1,12,N711MQ,good
2004-01-12,1500,1450,MQ,DCA,LGA,214,4968,1,12,N704MQ,good
2004-01-12,1600,1552,MQ,DCA,LGA,214,4970,1,12,N725MQ,good
2004-01-12,1700,1647,MQ,DCA,LGA,214,4972,1,12,N726MQ,good
2004-01-12,1900,1903,MQ,DCA,LGA,214,4976,1,12,N739MQ,good
2004-01-12,850,848,UA,IAD,LGA,229,846,1,12,N562UA,good
2004-01-12,630,628,US,DCA,LGA,214,1479,1,12,N721UW,good
2004-01-12,700,657,US,DCA,LGA,214,2160,1,12,N762UW,good
2004-01-12,800,758,US,DCA,LGA,214,2162,1,12,N722UW,good
2004-01-12,900,857,US,DCA,LGA,214,2164,1,12,N708UW,good
2004-01-12,1000,955,US,DCA,LGA,214,2166,1,12,N724UW,good
2004-01-12,1100,1058,US,DCA,LGA,214,2168,1,12,N762UW,good
2004-01-12,1200,1156,US,DCA,LGA,214,2170,1,12,N722UW,good
2004-01-12,1300,1256,US,DCA,LGA,214,2172,1,12,N708UW,good
2004-01-12,1400,1358,US,DCA,LGA,214,2174,1,12,N724UW,good
2004-01-12,1500,1458,US,DCA,LGA,214,2176,1,12,N762UW,good
2004-01-12,1600,1559,US,DCA,LGA,214,2178,1,12,N722UW,good
2004-01-12,1700,1656,US,DCA,LGA,214,2180,1,12,N708UW,good
2004-01-12,1800,1756,US,DCA,LGA,214,2182,1,12,N724UW,good
2004-01-12,1900,1858,US,DCA,LGA,214,2184,1,12,N762UW,good
2004-01-12,2000,1958,US,DCA,LGA,214,2186,1,12,N722UW,good
2004-01-12,2100,2056,US,DCA,LGA,214,2188,1,12,N708UW,good
2004-01-12,700,656,RU,BWI,EWR,169,2703,1,12,N16976,good
2004-01-12,1455,1509,RU,BWI,EWR,169,2403,1,12,N15926,good
2004-01-12,1720,1720,RU,BWI,EWR,169,3372,1,12,N12552,good
2004-01-12,1030,1040,RU,BWI,EWR,169,2303,1,12,N12540,good
2004-01-12,735,729,CO,DCA,EWR,199,806,1,12,N32626,good
2004-01-12,1300,1257,CO,DCA,EWR,199,808,1,12,N23657,good
2004-01-12,1730,1732,CO,DCA,EWR,199,814,1,12,N61304,good
2004-01-12,1900,1852,CO,DCA,EWR,199,816,1,12,N15659,good
2004-01-12,840,831,DH,IAD,EWR,213,7299,1,12,N664BR,good
2004-01-12,1710,1710,DH,IAD,EWR,213,7302,1,12,N695BR,good
2004-01-12,1245,1359,DH,IAD,EWR,213,7303,1,12,N695BR,good
2004-01-12,2120,2112,DH,IAD,EWR,213,7304,1,12,N333UE,good
2004-01-12,630,622,DH,IAD,EWR,213,7305,1,12,N327UE,good
2004-01-12,1430,1421,DH,IAD,EWR,213,7307,1,12,N332UE,good
2004-01-12,1359,1348,RU,DCA,EWR,199,2216,1,12,N12540,good
2004-01-12,900,858,RU,DCA,EWR,199,2582,1,12,N19554,good
2004-01-12,1525,1519,RU,DCA,EWR,199,2261,1,12,N16976,good
2004-01-12,1700,1649,RU,IAD,EWR,213,2497,1,12,N12567,good
2004-01-12,1900,1857,RU,IAD,EWR,213,2385,1,12,N16976,good
2004-01-12,2100,2056,RU,DCA,EWR,199,2879,1,12,N16927,good
2004-01-12,1300,1253,RU,IAD,EWR,213,2692,1,12,N17507,good
2004-01-12,645,651,RU,DCA,EWR,199,2761,1,12,N21537,good
2004-01-12,1630,1622,RU,DCA,EWR,199,2181,1,12,N16963,good
2004-01-12,700,657,RU,IAD,EWR,213,2855,1,12,N12996,good
2004-01-12,1500,1456,RU,IAD,EWR,213,2156,1,12,N41104,good
2004-01-13,1455,1453,OH,BWI,JFK,184,5935,2,13,N967CA,good
2004-01-13,1640,1639,DH,DCA,JFK,213,6155,2,13,N426FJ,good
2004-01-13,1245,1238,DH,IAD,LGA,229,7208,2,13,N328UE,good
2004-01-13,1715,1922,DH,IAD,LGA,229,7215,2,13,N642BR,good
2004-01-13,2120,2124,DH,IAD,LGA,229,7684,2,13,N648BR,good
2004-01-13,640,655,DH,IAD,LGA,229,7790,2,13,N690BR,good
2004-01-13,1040,1038,DH,IAD,LGA,229,7792,2,13,N690BR,good
2004-01-13,840,833,DH,IAD,JFK,228,7800,2,13,N628BR,good
2004-01-13,1240,1236,DH,IAD,JFK,228,7806,2,13,N327UE,good
2004-01-13,1455,1450,DH,IAD,JFK,228,7808,2,13,N316UE,good
2004-01-13,1645,1640,DH,IAD,JFK,228,7810,2,13,N331UE,good
2004-01-13,1715,1713,DH,IAD,JFK,228,7812,2,13,N330UE,good
2004-01-13,2120,2125,DH,IAD,JFK,228,7814,2,13,N625BR,good
2004-01-13,1610,1642,DH,IAD,JFK,228,7816,2,13,N328UE,good
2004-01-13,1455,1453,DL,DCA,JFK,213,746,2,13,N904DE,good
2004-01-13,630,629,DL,DCA,LGA,214,1740,2,13,N223DZ,good
2004-01-13,730,729,DL,DCA,LGA,214,1742,2,13,N221DL,good
2004-01-13,830,831,DL,DCA,LGA,214,1744,2,13,N222DZ,good
2004-01-13,930,929,DL,DCA,LGA,214,1746,2,13,N224DA,good
2004-01-13,1030,1029,DL,DCA,LGA,214,1748,2,13,N223DZ,good
2004-01-13,1130,1128,DL,DCA,LGA,214,1750,2,13,N221DL,good
2004-01-13,1230,1228,DL,DCA,LGA,214,1752,2,13,N222DZ,good
2004-01-13,1330,1329,DL,DCA,LGA,214,1754,2,13,N224DA,good
2004-01-13,1430,1429,DL,DCA,LGA,214,1756,2,13,N223DZ,good
2004-01-13,1530,1529,DL,DCA,LGA,214,1758,2,13,N221DL,good
2004-01-13,1630,1634,DL,DCA,LGA,214,1760,2,13,N222DZ,good
2004-01-13,1730,1733,DL,DCA,LGA,214,1762,2,13,N224DA,good
2004-01-13,1830,1830,DL,DCA,LGA,214,1764,2,13,N223DZ,good
2004-01-13,1930,1930,DL,DCA,LGA,214,1766,2,13,N221DL,good
2004-01-13,2030,2028,DL,DCA,LGA,214,1768,2,13,N222DZ,good
2004-01-13,1530,1516,MQ,DCA,JFK,213,4752,2,13,N709MQ,good
2004-01-13,600,553,MQ,DCA,JFK,213,4760,2,13,N707MQ,good
2004-01-13,1830,1851,MQ,DCA,JFK,213,4784,2,13,N700MQ,good
2004-01-13,700,650,MQ,DCA,LGA,214,4952,2,13,N715MQ,good
2004-01-13,800,755,MQ,DCA,LGA,214,4954,2,13,N724MQ,good
2004-01-13,900,851,MQ,DCA,LGA,214,4956,2,13,N709MQ,good
2004-01-13,1100,1050,MQ,DCA,LGA,214,4960,2,13,N715MQ,good
2004-01-13,1300,1248,MQ,DCA,LGA,214,4964,2,13,N736MQ,good
2004-01-13,1400,1401,MQ,DCA,LGA,214,4966,2,13,N733MQ,good
2004-01-13,1500,1453,MQ,DCA,LGA,214,4968,2,13,N704MQ,good
2004-01-13,1600,1700,MQ,DCA,LGA,214,4970,2,13,N703MQ,good
2004-01-13,1700,1811,MQ,DCA,LGA,214,4972,2,13,N727MQ,good
2004-01-13,1900,2007,MQ,DCA,LGA,214,4976,2,13,N846MQ,good
2004-01-13,850,845,UA,IAD,LGA,229,846,2,13,N514UA,good
2004-01-13,630,629,US,DCA,LGA,214,1479,2,13,N730UW,good
2004-01-13,700,658,US,DCA,LGA,214,2160,2,13,N756UW,good
2004-01-13,800,756,US,DCA,LGA,214,2162,2,13,N741UW,good
2004-01-13,900,857,US,DCA,LGA,214,2164,2,13,N737UW,good
2004-01-13,1000,958,US,DCA,LGA,214,2166,2,13,N722UW,good
2004-01-13,1100,1057,US,DCA,LGA,214,2168,2,13,N756UW,good
2004-01-13,1200,1156,US,DCA,LGA,214,2170,2,13,N741UW,good
2004-01-13,1300,1255,US,DCA,LGA,214,2172,2,13,N737UW,good
2004-01-13,1400,1359,US,DCA,LGA,214,2174,2,13,N722UW,good
2004-01-13,1500,1459,US,DCA,LGA,214,2176,2,13,N756UW,good
2004-01-13,1600,1558,US,DCA,LGA,214,2178,2,13,N741UW,good
2004-01-13,1700,1706,US,DCA,LGA,214,2180,2,13,N748UW,good
2004-01-13,1800,1759,US,DCA,LGA,214,2182,2,13,N722UW,good
2004-01-13,1900,1857,US,DCA,LGA,214,2184,2,13,N756UW,good
2004-01-13,2000,1956,US,DCA,LGA,214,2186,2,13,N741UW,good
2004-01-13,2100,2056,US,DCA,LGA,214,2188,2,13,N746UW,good
2004-01-13,1030,1025,RU,BWI,EWR,169,2303,2,13,N14542,good
2004-01-13,1720,1831,RU,BWI,EWR,169,3372,2,13,N14542,good
2004-01-13,700,653,RU,BWI,EWR,169,2703,2,13,N12530,good
2004-01-13,1455,1537,RU,BWI,EWR,169,2403,2,13,N13990,good
2004-01-13,735,729,CO,DCA,EWR,199,806,2,13,N16632,good
2004-01-13,1730,1816,CO,DCA,EWR,199,814,2,13,N14337,good
2004-01-13,1900,1924,CO,DCA,EWR,199,816,2,13,N16632,good
2004-01-13,1300,1258,CO,DCA,EWR,199,808,2,13,N16646,good
2004-01-13,840,836,DH,IAD,EWR,213,7299,2,13,N658BR,good
2004-01-13,1710,1708,DH,IAD,EWR,213,7302,2,13,N693BR,good
2004-01-13,1245,1237,DH,IAD,EWR,213,7303,2,13,N693BR,good
2004-01-13,2120,2115,DH,IAD,EWR,213,7304,2,13,N698BR,good
2004-01-13,630,626,DH,IAD,EWR,213,7305,2,13,N312UE,good
2004-01-13,1430,1740,DH,IAD,EWR,213,7307,2,13,N308UE,good
2004-01-13,1300,1255,RU,IAD,EWR,213,2367,2,13,N14974,good
2004-01-13,700,655,RU,IAD,EWR,213,2855,2,13,N17560,good
2004-01-13,1500,1456,RU,IAD,EWR,213,2156,2,13,N16149,good
2004-01-13,1700,1655,RU,IAD,EWR,213,2497,2,13,N12922,good
2004-01-13,1359,1355,RU,DCA,EWR,199,2216,2,13,N14542,good
2004-01-13,1900,1927,RU,IAD,EWR,213,2385,2,13,N15983,good
2004-01-13,1525,1519,RU,DCA,EWR,199,2261,2,13,N19554,good
2004-01-13,645,641,RU,DCA,EWR,199,2761,2,13,N24103,good
2004-01-13,1630,1625,RU,DCA,EWR,199,2181,2,13,N14974,good
2004-01-13,900,855,RU,DCA,EWR,199,2582,2,13,N12552,good
2004-01-13,2100,2055,RU,DCA,EWR,199,2879,2,13,N26549,good
2004-01-14,1455,1500,OH,BWI,JFK,184,5935,3,14,N796CA,good
2004-01-14,1640,1630,DH,DCA,JFK,213,6155,3,14,N415FJ,good
2004-01-14,1245,1243,DH,IAD,LGA,229,7208,3,14,N679BR,good
2004-01-14,1715,1722,DH,IAD,LGA,229,7215,3,14,N684BR,good
2004-01-14,2120,2118,DH,IAD,LGA,229,7684,3,14,N673BR,good
2004-01-14,640,640,DH,IAD,LGA,229,7790,3,14,N687BR,good
2004-01-14,1040,1034,DH,IAD,LGA,229,7792,3,14,N315UE,good
2004-01-14,840,844,DH,IAD,JFK,228,7800,3,14,N642BR,good
2004-01-14,1240,1243,DH,IAD,JFK,228,7806,3,14,N330UE,good
2004-01-14,1455,1450,DH,IAD,JFK,228,7808,3,14,N309UE,good
2004-01-14,1645,1640,DH,IAD,JFK,228,7810,3,14,N332UE,good
2004-01-14,1715,1714,DH,IAD,JFK,228,7812,3,14,N333UE,good
2004-01-14,2120,2119,DH,IAD,JFK,228,7814,3,14,N625BR,good
2004-01-14,1610,1631,DH,IAD,JFK,228,7816,3,14,N315UE,good
2004-01-14,1455,1454,DL,DCA,JFK,213,746,3,14,N987DL,good
2004-01-14,630,631,DL,DCA,LGA,214,1740,3,14,N223DZ,good
2004-01-14,730,730,DL,DCA,LGA,214,1742,3,14,N224DA,good
2004-01-14,830,829,DL,DCA,LGA,214,1744,3,14,N231DN,good
2004-01-14,930,929,DL,DCA,LGA,214,1746,3,14,N221DL,good
2004-01-14,1030,1029,DL,DCA,LGA,214,1748,3,14,N223DZ,good
2004-01-14,1130,1132,DL,DCA,LGA,214,1750,3,14,N224DA,good
2004-01-14,1230,1230,DL,DCA,LGA,214,1752,3,14,N231DN,good
2004-01-14,1330,1329,DL,DCA,LGA,214,1754,3,14,N221DL,good
2004-01-14,1430,1431,DL,DCA,LGA,214,1756,3,14,N223DZ,good
2004-01-14,1530,1530,DL,DCA,LGA,214,1758,3,14,N224DA,good
2004-01-14,1630,1631,DL,DCA,LGA,214,1760,3,14,N231DN,good
2004-01-14,1730,1728,DL,DCA,LGA,214,1762,3,14,N221DL,good
2004-01-14,1830,1829,DL,DCA,LGA,214,1764,3,14,N223DZ,good
2004-01-14,1930,1928,DL,DCA,LGA,214,1766,3,14,N224DA,good
2004-01-14,2030,2030,DL,DCA,LGA,214,1768,3,14,N231DN,good
2004-01-14,1530,1526,MQ,DCA,JFK,213,4752,3,14,N813MQ,good
2004-01-14,600,553,MQ,DCA,JFK,213,4760,3,14,N843MQ,good
2004-01-14,1830,1825,MQ,DCA,JFK,213,4784,3,14,N728MQ,good
2004-01-14,700,657,MQ,DCA,LGA,214,4952,3,14,N707MQ,good
2004-01-14,800,757,MQ,DCA,LGA,214,4954,3,14,N734MQ,good
2004-01-14,900,853,MQ,DCA,LGA,214,4956,3,14,N721MQ,good
2004-01-14,1100,1111,MQ,DCA,LGA,214,4960,3,14,N707MQ,good
2004-01-14,1300,1255,MQ,DCA,LGA,214,4964,3,14,N724MQ,good
2004-01-14,1500,1454,MQ,DCA,LGA,214,4968,3,14,N728MQ,good
2004-01-14,1600,1612,MQ,DCA,LGA,214,4970,3,14,N723MQ,good
2004-01-14,1700,1658,MQ,DCA,LGA,214,4972,3,14,N724MQ,good
2004-01-14,1900,1917,MQ,DCA,LGA,214,4976,3,14,N726MQ,good
2004-01-14,850,847,UA,IAD,LGA,229,846,3,14,N533UA,good
2004-01-14,630,627,US,DCA,LGA,214,1479,3,14,N737UW,good
2004-01-14,700,657,US,DCA,LGA,214,2160,3,14,N748UW,good
2004-01-14,800,757,US,DCA,LGA,214,2162,3,14,N756UW,good
2004-01-14,900,856,US,DCA,LGA,214,2164,3,14,N739UW,good
2004-01-14,1000,1001,US,DCA,LGA,214,2166,3,14,N707UW,good
2004-01-14,1100,1057,US,DCA,LGA,214,2168,3,14,N748UW,good
2004-01-14,1200,1157,US,DCA,LGA,214,2170,3,14,N756UW,good
2004-01-14,1300,1257,US,DCA,LGA,214,2172,3,14,N739UW,good
2004-01-14,1400,1356,US,DCA,LGA,214,2174,3,14,N707UW,good
2004-01-14,1500,1500,US,DCA,LGA,214,2176,3,14,N748UW,good
2004-01-14,1600,1559,US,DCA,LGA,214,2178,3,14,N756UW,good
2004-01-14,1700,1653,US,DCA,LGA,214,2180,3,14,N739UW,good
2004-01-14,1800,1757,US,DCA,LGA,214,2182,3,14,N707UW,good
2004-01-14,1900,1858,US,DCA,LGA,214,2184,3,14,N748UW,good
2004-01-14,2000,1959,US,DCA,LGA,214,2186,3,14,N756UW,good
2004-01-14,2100,2059,US,DCA,LGA,214,2188,3,14,N739UW,good
2004-01-14,700,655,RU,BWI,EWR,169,2703,3,14,N14542,good
2004-01-14,1455,1449,RU,BWI,EWR,169,2403,3,14,N14570,good
2004-01-14,1720,1722,RU,BWI,EWR,169,3372,3,14,N14974,good
2004-01-14,1030,1035,RU,BWI,EWR,169,2303,3,14,N12921,good
2004-01-14,1300,1257,CO,DCA,EWR,199,808,3,14,N11612,good
2004-01-14,1900,1915,CO,DCA,EWR,199,816,3,14,N14667,good
2004-01-14,735,731,CO,DCA,EWR,199,806,3,14,N14667,good
2004-01-14,1730,1745,CO,DCA,EWR,199,814,3,14,N39343,good
2004-01-14,840,848,DH,IAD,EWR,213,7299,3,14,N658BR,good
2004-01-14,1710,1703,DH,IAD,EWR,213,7302,3,14,N693BR,good
2004-01-14,1245,1245,DH,IAD,EWR,213,7303,3,14,N693BR,good
2004-01-14,2120,2330,DH,IAD,EWR,213,7304,3,14,N629BR,good
2004-01-14,630,629,DH,IAD,EWR,213,7305,3,14,N301UE,good
2004-01-14,1430,1502,DH,IAD,EWR,213,7307,3,14,N324UE,good
2004-01-14,700,656,RU,IAD,EWR,213,2855,3,14,N13949,good
2004-01-14,1700,1703,RU,IAD,EWR,213,2497,3,14,N15555,good
2004-01-14,900,856,RU,DCA,EWR,199,2582,3,14,N13995,good
2004-01-14,1359,1355,RU,DCA,EWR,199,2216,3,14,N12921,good
2004-01-14,645,643,RU,DCA,EWR,199,2761,3,14,N14148,good
2004-01-14,1500,1456,RU,IAD,EWR,213,2156,3,14,N34111,good
2004-01-14,1630,1625,RU,DCA,EWR,199,2181,3,14,N17560,good
2004-01-14,1900,1858,RU,IAD,EWR,213,2385,3,14,N34111,good
2004-01-14,1300,1255,RU,IAD,EWR,213,2367,3,14,N17560,good
2004-01-14,1525,1524,RU,DCA,EWR,199,2261,3,14,N13964,good
2004-01-14,2100,2100,RU,DCA,EWR,199,2879,3,14,N16911,good
2004-01-15,1455,1455,OH,BWI,JFK,184,5935,4,15,N812CA,good
2004-01-15,1640,1637,DH,DCA,JFK,213,6155,4,15,N419FJ,good
2004-01-15,1245,1310,DH,IAD,LGA,229,7208,4,15,N683BR,good
2004-01-15,1455,1545,DH,IAD,LGA,229,7211,4,15,N671BR,good
2004-01-15,2120,2133,DH,IAD,LGA,229,7684,4,15,N686BR,good
2004-01-15,840,858,DH,IAD,JFK,228,7800,4,15,N673BR,good
2004-01-15,1240,1236,DH,IAD,JFK,228,7806,4,15,N333UE,good
2004-01-15,1455,1502,DH,IAD,JFK,228,7808,4,15,N311UE,good
2004-01-15,1645,1644,DH,IAD,JFK,228,7810,4,15,N313UE,good
2004-01-15,1715,1714,DH,IAD,JFK,228,7812,4,15,N316UE,good
2004-01-15,2120,2138,DH,IAD,JFK,228,7814,4,15,N680BR,good
2004-01-15,1610,1605,DH,IAD,JFK,228,7816,4,15,N328UE,good
2004-01-15,1455,1501,DL,DCA,JFK,213,746,4,15,N963DL,good
2004-01-15,630,630,DL,DCA,LGA,214,1740,4,15,N223DZ,good
2004-01-15,730,729,DL,DCA,LGA,214,1742,4,15,N221DL,good
2004-01-15,930,943,DL,DCA,LGA,214,1746,4,15,N224DA,good
2004-01-15,1130,1130,DL,DCA,LGA,214,1750,4,15,N221DL,good
2004-01-15,1330,1330,DL,DCA,LGA,214,1754,4,15,N224DA,good
2004-01-15,1430,1428,DL,DCA,LGA,214,1756,4,15,N231DN,good
2004-01-15,1530,1530,DL,DCA,LGA,214,1758,4,15,N221DL,good
2004-01-15,1630,1630,DL,DCA,LGA,214,1760,4,15,N225DL,good
2004-01-15,1730,1736,DL,DCA,LGA,214,1762,4,15,N224DA,good
2004-01-15,1830,1831,DL,DCA,LGA,214,1764,4,15,N241DL,good
2004-01-15,1930,1928,DL,DCA,LGA,214,1766,4,15,N221DL,good
2004-01-15,2030,2029,DL,DCA,LGA,214,1768,4,15,N225DL,good
2004-01-15,1530,1523,MQ,DCA,JFK,213,4752,4,15,N727MQ,good
2004-01-15,600,553,MQ,DCA,JFK,213,4760,4,15,N728MQ,good
2004-01-15,1830,1834,MQ,DCA,JFK,213,4784,4,15,N738MQ,good
2004-01-15,800,800,MQ,DCA,LGA,214,4954,4,15,N738MQ,good
2004-01-15,1100,1050,MQ,DCA,LGA,214,4960,4,15,N739MQ,good
2004-01-15,1300,1341,MQ,DCA,LGA,214,4964,4,15,N703MQ,good
2004-01-15,1400,1400,MQ,DCA,LGA,214,4966,4,15,N715MQ,good
2004-01-15,1500,1519,MQ,DCA,LGA,214,4968,4,15,N738MQ,good
2004-01-15,1600,1643,MQ,DCA,LGA,214,4970,4,15,N838MQ,good
2004-01-15,1700,1758,MQ,DCA,LGA,214,4972,4,15,N726MQ,good
2004-01-15,1900,2012,MQ,DCA,LGA,214,4976,4,15,N721MQ,good
2004-01-15,850,955,UA,IAD,LGA,229,846,4,15,N555UA,good
2004-01-15,630,627,US,DCA,LGA,214,1479,4,15,N767UW,good
2004-01-15,800,815,US,DCA,LGA,214,2162,4,15,N748UW,good
2004-01-15,900,1019,US,DCA,LGA,214,2164,4,15,N757UW,good
2004-01-15,1100,1058,US,DCA,LGA,214,2168,4,15,N700UW,good
2004-01-15,1200,1158,US,DCA,LGA,214,2170,4,15,N748UW,good
2004-01-15,1400,1358,US,DCA,LGA,214,2174,4,15,N715UW,good
2004-01-15,1500,1458,US,DCA,LGA,214,2176,4,15,N700UW,good
2004-01-15,1600,1559,US,DCA,LGA,214,2178,4,15,N748UW,good
2004-01-15,1700,1701,US,DCA,LGA,214,2180,4,15,N757UW,good
2004-01-15,1800,1759,US,DCA,LGA,214,2182,4,15,N715UW,good
2004-01-15,1900,1858,US,DCA,LGA,214,2184,4,15,N700UW,good
