"restaurant","rating","date","review","author"
"La Esquina",4,"2017-03-04","Tacos all day every day! So glad this joint opened another location in Midtown because it's really really good. True it's not as cheap as most hole-in-the-walls, especially coming from LA where we really know our tacos. I still loved the meats and flavors and the options. Also would suggest getting the corn! It's close to where I work, and I'm definitely coming back to try the rest of the tacos I didn't have a chance to try.","Claire W."
"La Esquina",3,"2017-01-30","Taco joint right outside the 57th and 7th stop on the N/Q/R/W train. Inexpensive tacos. Slow service. Chips do not come with the guacamole.  Antique decor. Cozy space - they have more tables in the lofted area.","Susan A."
"La Esquina",4,"2017-02-26","For a limited time, La Esquina is making tacos with pastrami inside to honor Carnegie Deli. La Esquina is new at this location on 55th and 7th Avenue, and Carnegie Deli will be closing soon. These babies are pretty damn good, so get in here ASAP to try them before it's too late.","JohnnyPrimeC. C."
"La Esquina",4,"2016-12-13","A new location of the popular downtown spot has opened much further uptown. Instead of the somewhat confusing three different choices downtown (the hidden sit down restaurant, the quick service counter spot and the more casual table service option), this one is just a simple menu of tacos, quesadillas and tortas in a single room with a few additional tables up a small flight of stairs. The tacos are great, especially the Ribeye Con Queso. The Tortas are ok too, but definitely stick with the tacos.","Mike C."
"La Esquina",4,"2017-01-02","4 star. The coolest part about La Esquina is its decorations. They used recycled items like tomato soup cans and plastic bottles for its napkin holders and lamp shades. It transports me out of the bustling, neighborhood-less part of New York city into a cantina. I could be in Cimarron, New Mexico on a backpacking trip. I could be in Mexico. The tacos and quesadilla, while good, aren't super special, but I really appreciated the mayo corn. Perfectly covered, a little spicy. Another added benefit is that it's right outside the nqrw subway stop on my walk home from work.... So wouldn't be surprised if I became a regular!","Willy X."
"La Esquina",5,"2017-02-14","Yasss the cool downtown vibes of La Esquina has come to midtown. Loved the corn, pastrami and fish tacos. Beware of the habanero salsa! -- If you use too much just wash it down with a passionfruit margarita or two ;) Great for a date spot or a casual night with friends. I look forward to coming back!","Joanna L."
"La Esquina",3,"2017-02-25","Been dying to try them since their LES location is truly out of way for me. So when the midtown location opened, I was looking forward to it.  The verdict:  -Tiny tacos with big flavor. Tried rib eye, chicken, and fish. Would order the rib eye and chicken again. Fish (grilled) was ok - not breaded or fried in case you're looking for that. Actually liked that it wasn't fried, but it was a bit dry.  -Love how you can tailor your guac according to your taste.  -Elota was 'meh'. I've had better at the street carts in Jackson Heights, Queens.  -Rice and beans were decent.  -Prices are high, as expected.  Go with the rib eye tacos.  I didn't try the tortas as other reviews said to stick to tacos. A little surprised they didn't do the double corn tortilla like other authentic Mexican places do. Seats are limited to a couple of tables and stool/bar seating.  Lunch crowd on weekdays gets crowded. But they're in and out quick. Order at the counter and wait for your number to get called.  Probably not coming back and waiting to fulfill my taco craving at a closer place to home and where the portions are bigger for what you pay.","Jamlen F."
"La Esquina",5,"2017-02-24","Pricey midtown DELICIOUS tacos. The ambiance takes me right back to mexico. They are new to the neighborhood and will def become a new favorite !","Brittnee H."
"La Esquina",5,"2017-02-20","Love this place! They were out of the fish tacos when we went but the cauliflower tacos were quite good! The spices on the corn were really strong - good but not my favorite (just a personal preference; the bf really liked it). The guacamole was good - perfect consistency but more citrusy than I normally like (again just a personal preference; the bf loved it and licked it clean). And the rice/beans were also good. Overall a very solid place! Will definitely be returning!","Tansy W."
"La Esquina",4,"2017-02-13","Had the ribeye taco & chicken. It was pretty tasty. I've read reviews about how inexpensive the tacos but compared to how much I pay for them at home it's very expensive! I think that's the most I've ever paid for a taco about 10 bucks for 2 tacos! Crazy. My favorite food there was the chicken tortilla soup. It was pretty spicy and full of flavor. Of you like soups get it! Servings are pretty small.","Johnny B."
"La Esquina",4,"2017-02-26","Being from California I constantly have a craving for Mexican food and in New York it is quite hard to fulfill. However, when a few of my girlfriends and I went out to dinner we happened to stumble upon this great restaurant!  It looks like it's a restaurant off of the PCH and has a very authentic vibe. I got the carnitas tacos and a passion fruit margarita which were both very delicious! One of the best margaritas I've had in New York. The carnitas were very tender and flavorful. Prices aren't bad considering they're located in midtown Manhattan. My only complaint was the lack of seating. But then again it was a Friday night and there were 6 of us altogether. Even then, we were able to sit down and have a nice meal.  I would definitely recommend giving this restaurant a try! I will definitely be going back soon!!","Hannah T."
"La Esquina",4,"2017-02-03","This place is amazing...if you have the time to wait. 18 mins for two tacos is a bit long, but honestly they were worth it. The pescado tacos were amazing, the califlor tacos could use a little more spice. Totally authentic, love the decor, music, and the fact that it's 90 degrees in here when it's 14 outside.  I'll be back!","Jessica S."
"La Esquina",4,"2017-01-23","Good Mexican food! The quesadillas were good and the salsa was superb and the margarita amazing! No fuss, warm and a hidden gem!They need to have free wifi.","Anu S."
"La Esquina",5,"2017-02-09","Very fast service, delicious food!  We were a little confused at first about whether or not you are supposed to sit and be served... but this place is one of those where you place your order with the cashier, then when it's ready they bring your order out and call out your order number.  Seating is limited and erratic but also cute and cozy. Would not recommend for large parties. Food came out quickly and our alcoholic beverages were brought out immediately so we could drink while we waited. A jug of water with cups (free and you don't have to ask!) is available near the cash register. I ordered the tortilla soup, corn, rice and beans. The corn was AMAZING - it's a full corn-on-the-cob with the standard Mexican street corn toppings. I probably could have eaten two!","Christie S."
"La Esquina",1,"2017-03-07","Went for margarita. Manager was horrible!! Asked about a news review that said they offer Margaritas at a certain price and they said it was shots only. Manager did nothing to try n at least go half with us on what the post said. I have had way better authentic tacos.","Azuleni G."
"La Esquina",4,"2016-12-30","A really nice space, very good service, and excellent food. The prices may be a bit jarring at first, but this is totally worth the  price and actually a good value when you compare it to other Mexican options in Midtown.  The ingredients are high quality and fresh and make for exception food. I was taken aback by the high price points, but this isn't Chipotle, you are getting fine dining quality food in a fast casual setting.  Totally worth a visit and a nice part of the Midtown West  lunch rotation.","Danesh I."
"La Esquina",4,"2017-03-05","Very cute place! The tacos are pretty good. A great place if you want something quick. The staff was very nice. The price is a bit high but I guess it is New York. I got the corn, I'm pretty sure that was under cooked and was also cold. I would skip on that. The chips are really good. I'm sure they make it in house. You do have to buy the guacamole ($9!) separately which sucks.","Thu N."
"La Esquina",5,"2017-02-01","Simple and delicious food! I highly recommend if you are looking for a casual and quick meal.","Elana J."
"La Esquina",5,"2017-02-09","This is by far the best taco spot I've been to yet in the city. From the the decor to the food, everything is so fresh and exciting. Also everyone who works here is extremely nice and will talk to you. Crystal is so nice, and genuinely cares about your experience here. Plus they have a full bar. The music is amazing. Hip hop and chill music, Its definitely the coolest place in the area. Amazing! I'll come back very very soon.","Mia L."
"La Esquina",1,"2017-03-05","Do not order takeout from this restaurant. Food arrived 1.5 hours after ordered, despite the fact that my apartment is only 50 yards away (yes, I now know, I should have just picked it up myself, but on the other hand a restaurant should not offer delivery if it takes that long just to cross the street).  Upon arrival the food was ice cold and unbearably salty -- and I like salty food.  DO NOT DO THIS!!!","Paul H."
"La Esquina",5,"2017-02-25","So I was in the mood for some Mexican food so I hit up good old Yelp, and there was La Esquina!! What a choice!!! It was excellent, I got 3 tacos; Bistec (steak), Pollo (chicken) and the Barbados (lamb). All I can say is WOW!! My only regret is not going there sooner!!! I forgot to order the grilled corn, but there is always next time!!!","Mike S."
"La Esquina",5,"2017-02-09","Late night tacos??? Who can deny them ? This is a gem don't skip don't judge . Eat tacos Here ... Get drunk first , because who doesn't want a bomb taco when they are totally wasted ?!? Listen just go here order whatever you see first and eat you will not be disappointed.","Tati S."
"La Esquina",4,"2017-02-23","The food it's really amazing, great Mexican flavor, I love coming here, the service it's fast. But they need to improve their customer service with the people working behind the kitchen, when you ask for something it's like they don't even look at you. They charge almost $5 dlls for a taco, so if people pay for that they should get the best customer service, that's why Sometimes I don't tip them, because you are the one that has to stand up and get the food from the counter. Why would they expect a tip if you don't give a kind smile to your customer?","Yajaira R."
"La Esquina",4,"2016-12-19","they make the tortillas fresh right in front of you!!! very high quality , real Mexican taqueria feel. kinda pricey for a taqueria due to the location but the food is very good... nice quesadillas. they just opened and told me they will have a liquor license in a week or so. cool laid back atmosphere...","Mark N."
"La Esquina",4,"2016-12-12","Much needed in the neighborhood. They have great vegetarian options, take cash and credit. Short lines, they've just opened, and the service is already pretty quick.  Fantastic for lunch or dinner. They also serve drinks!","priya S."
"La Esquina",1,"2017-02-15","Check your order carefully!  Walked a good distance (and waited a long time) to get take-out from here, and when I got back to my desk, realized that they left out half of my order.  What I had was good, but I was left hungry,","Adam K."
"La Esquina",4,"2017-02-02","It's a great price for fresh Mexican! It's costs a little more than average Mexican, but the food is really good. Very fresh, service was slow, but really everyone was really nice. I loved the beef tacos.","Julia K."
"La Esquina",4,"2017-01-22","A great place to duck in for a quick bebida y quesadilla in midtown. Reasonable prices, flavorful offerings, pleasant room. Eat! Then walk off the queso and guacamole in Central Park.","Peter M."
"La Esquina",5,"2017-01-22","Had the carnitas tacos, quac and chips, and the hibiscus drink. Carnitas were juicy and flavorful, the good size guac portion came with onion tomato and jalapeno to mix in. Hibiscus drink was very flavorful and had fresh bits floating around in it. All in all highly recommended!","Tyler M."
"La Esquina",5,"2017-02-09","Absolutely delicious. Pricey since everything is a la carte but the food is incredible!","Jenni B."
"La Esquina",4,"2017-01-27","order and pay then find a seat and eat. fast mexican on the corner (Esquina!). Tacos and sides were tasty. Horchata was pleasant and not too sweet. You pick up the drinks and guac where you order your food, the cashier i had was checked out so i had to remind him i ordered drinks.","E H."
"La Esquina",3,"2017-02-10","Tacos were good, but the corn was amazing. Service was a bit slow but it figures seeming as it was lunch time. I agree with most posters about them being overpriced though. Not enough food for what they charge you.","Toshana W."
"La Esquina",4,"2017-02-27","The tacos are so delicious here. The sauces, just the perfect amount of spicy...loved them! Very cute interior to this restaurant. We had to go up for seconds (you have to order at the counter). Worth it for such a yummy treat.","Theresa C."
"La Esquina",2,"2017-02-23","DON'T DO IT. Absurdly overpriced for pathetically undersized portions.  Food was ok, but far from the best (or even other good) tacos you can get in the area.  Sure, it's organic cornmeal, but so what?!?  Paid $13 for 3 mini tacos, only to be starving again 2 hours later.  Never again.","Eran S."
"La Esquina",5,"2017-02-09","Great tacos and same as their Soho location.  Not busy in the evenings since its a casual place.  Traditional small tacos.  Nice place to grab a quick meal.","Salvatore S."
"La Esquina",2,"2017-01-28","Food was ok but way too overpriced. They nickel and dime you for everything. I asked for a side of salsa and I was told I had to buy a can off of the shelf for $5 as if I had a refrigerator to store what was left after I was done since it was huge and I only wanted a side not a months supply. The tacos were decent but if you get the ribeye don't expect much meat. I ordered a margarita first which I had to ask for twice but didn't receive until I was half way done with my food. They serve a very small portion of guacamole for $9, also a total rip off. They then top the guacamole with tomatoes, onions, cilantro and jalapeños if you want but they don't mix it and the already small cup and also already full cup is hard to mix on your own without everything spilling out. This place is very money hungry. I know every place is but if I notice it's probably a little overboard. The receipt has the recommended 15% 18% and 20% tip guide but they call your number and you pick up your own food, so who really tips more than a couple bucks for that. So, if you want to pay 50 bucks for 3 tacos, some guacamole, a cup of soup and a margarita that are just average tasting and wanna feel raped when you leave, this is your place.","Shannen F."
"La Esquina",2,"2016-12-16","I live right in the neighborhood and there are some really good mexican food places around here.  La Esquina has decent tacos, BUT WAY OVER PRICED! The burger is a joke!  It comes entirely plain.  If you are going to sell a burger to New Yorkers, you better include a pickle and some fries.  All and all, the food was edible, but there are many other places to get good mexican food around here.  I would not recommend this place to a friend or to a family member.","René R."
"La Esquina",2,"2017-02-12","After trying several Mexican Taquerias in New York City I decided to go stop by and eat at 'the corner' taqueria. Restaurant style was unique and well developed. Food presentation was okay. Quantity was a total disappointment, $4.25 and $3.75 for a lot of onions but barely any meat. And taste was not I was expecting. Too much oil and not enough seasoning. And as a fan of Mexican taquerias I would recommend adding a little more effort and love on their food.","Carlos G."
"La Esquina",3,"2016-12-27","It's overpriced. The tacos are ok (~$4.50 for one taco). Nothing to write home about. Same goes for the elote. I usually measure how good a place is on whether I'd go back and this will not be a repeat for me. The tacos from the taco truck on 53rd between 7th and Broadway are much better and cheaper ($3)!","Steve C."
"La Esquina",5,"2017-01-18","Fantastic. Tortillas in tacos were delicious as was the bistec. Elote absolutely delicious. Entire menu well-priced","Eli E."
"La Esquina",4,"2017-01-12","Yayyy, my neighborhood is becoming cool (for once)! Honestly I don't think many would ever consider Midtown West to be an up and coming area but I've began to notice a few pop-ups as of late such as Souvlaki GR, Black Tap and now - La Esquina! They're bringing downtown uptown now, and I, myself, have no complaints. Last week I had the pleasure of strolling into La Esquina, which by the way, was not located on the corner of a street. (La Esquina means corner. Guess it didn't live up to its name.) Anyway, when we happened to walk in on a weekday around 9pm - there were no lines but definitely some patrons around. The space was quite cozy but they have an elevated level with more seating besides the main floor. In addition to being a restaurant, they also offered a variety of goods for sale such as hot sauce, candy, and whatever else I forgot. When you arrive inside you can place your order at the register and there was a separate counter/open kitchen where you can pick up your food. We were seated by the register so we had our food delivered instead. My boyfriend and I ordered plenty of dishes to sample. We had the tortilla soup, pollo torta, carnitas / pescado a la brasas / pollo rotizado tacos, and moros y cristianos (rice & beans). EVERYTHING was delicious!!! Honestly I can't select a favorite from our meal, it was THAT good! Frankly, we were taken aback by how freshly made and flavored each dish was. The cashier was honest as well and held us back from ordering any further because it was enough for us both. At the end of our meal, she was right. It was just enough to fill us up, without going overboard with a self-induced food coma. The bill ran us up to $53.00, fairly priced and it was totally worth it. We're glad to say we highly recommend this joint. Welcome to the neighborhood, La Esquina, we're happy to have you!","Kiki L."
"La Esquina",3,"2016-12-28","So excited that this opened by my job. Had the tortilla soup today... I love that there's queso and avocado in it, but it was too salty.. and I even like salty foods.","Anna M."
"La Esquina",2,"2017-01-04","I'm a big fan of their Kenmare St. location and went there and ordered lunch delivery from there all the time when I worked downtown. So, I was excited that they opened this new location near my new job. What a disappointment. I agree with other reviewers that it's overpriced for what you're going to get. My portions where less than expected for the prices being charged. I kept it simple and ordered a Carnitas taco and an order of Moros Cristianos (rice and beans topped with pico and queso). The container for my order of rice and beans was only half filled. When I placed my order I asked for an extra side of cheese and pico for the rice and beans and was told it was an extra $1 for each! The containers for the extras are  less than an ounce in size. I declined because an extra dollar for a tiny container is a bit exorbitant and I don't recall ever being charged extra at their downtown location. I don't see myself returning to this location after this experience.","Cris B."
"Villalobos",4,"2017-01-23","This Mexican spot was so unexpected in Montclair with the interior it had... Very spacious, bar seating, but I think they're BYOB from what I remember. Anyway, tacos hit the spot. Authentic and flavorful. Are they my favorite tacos ever? Probably not, but they're on the list for north jersey. I'm a big fan of the guacamole flight they offer so you can try all different types or just double up on your favorites - thought that was creative. My absolute favorite thing though? COCA COLA BOTTLES. I'm an absolute sucker for soda out of a glass bottle.","Christina S."
"Villalobos",2,"2017-03-11","MAKE SURE YOU GET TO YOUR RESERVATION VERY EARLY!!!!!! YOUR TABLE WILL BE GIVEN AWAY IF YOURE EVEN A SECOND LATE!!  We were a party of 5 and had reservations for 8:30. 3 of us got there before 8:30 but 2 of us got there at 8:33 and they GAVE OUR TABLE AWAY. We were THREE MINUTES LATE and they gave the table to other people. We had to squeeze into a smaller table while the smaller party had our 5 seated table. I'm still in shock. It was absolutely ridiculous.  The service was slow and nothing special, barely around and had no personality.  The food was pretty good (that's the only reason why there's 2 stars) but it is so unfortunate that the staff is incompetent and inconsiderate.","Ama C."
"Villalobos",1,"2017-02-27","Came here a month or two ago on a weekday with my partner and 1 year old daughter. The place was completely empty. There were two employees (young guys) behind the counter. They didn't greet us or seat us. They just looked at us as we stared at them trying to figure out how things worked at this restaurant we planned on trying for the first time. They didnt appear to be preoccupied doing anything else, as I said, we were the only patrons there. They were looking directly at us so I know they recognized our uncertainty. We had to ask where to sit and one of the guys told us 'anywhere.'  We sat down for about a minute, awkwardly looking across at the employees who never brought us menus, nor said they would be with us in a minute, and never even gave us a proper greeting. We also had to go over and bring our own booster seat to the table. Eventually we just walked out. If the place was packed, this behavior would have been understandable, but there's no reason to ignore customers or make them wait on any  form of service at all when you have NO other customers present on the premises.  I hope this was just a case of two young men (ones name was Dan) with HORRIBLE customer service skills and not an episode of racism, warranting us subpar service because we were black. We felt completely unvalued as customers in that establishment, whatever the case was.  When we left, my partner said he heard one of the guys whisper 'lets do it' when we first entered the restaurant and both guys laugh, before attempting to completely ignore our presence. As soon as we got in the car, he called the restaurant to speak to the manager (who apparently wasnt in that day) about our experience and that's when we discovered one of the guy's names was Dan.  Didn't get a chance to taste the food but 1 (more like 0) stars for atrocious service.","Stephanie S."
"Villalobos",4,"2016-12-22","I feel like tacos spots are really have to compete for who's got the best. These were pretty good but seemed small for the price. My party of 3 got 2 tacos each and a shared appetizer and it close to $50. Granted a couple of us got the special but that's pretty serious for tacos. I had the BBQ brisket taco, one of the specials and must say it was pretty good and looked the part, but just felt it was small. The pork taco was good too, but nothing exciting.  The appetizer sampler we got was an interesting crowd pleaser set of guacamole and salsa dips. They were all nice to sample such as the crab meat dip but my main focus are the tacos and how I'm hung up on the prices. I know this area of Montclair isnt exactly known for deals when it comes to dining out and while the food was solid, you can do better cost wise and with taste too.","Marcus S."
"Villalobos",4,"2016-12-06","So to be fair, I only came here because I had a gift card to help offset the cost. Otherwise I would say it is a bit on the pricey side so maybe just come for drinks or a special occasion. That being said, I was pleased with all the food here. We started with the guacamole sampler that comes with 4 different kinds! One is plain which was delicious, the others included a crab meat version, peanuts and seeds for a nice crunchy texture, as well as a bacon and Brussels sprouts one. These were all interesting and not bad tasting and I certainly appreciated the creativity but wasn't super impressed by any one flavor over the other. I say just stick with the regular guac as it was great! For tacos I had the pulled pork version and the shrimp taco which was recommended over the fish. I was really pleased with the pork taco as it had great flavor and a lot of meat. The shrimp taco was good but a little heavy on the mayo unfortunately.  I would love to come back here if i can afford it or someone else is paying!","Jennifer H."
"Villalobos",5,"2017-03-05","Wow what a find!! We were going to a show in Montclair and tried this place and it is beyond awesome!! Better than the Cuban place around  the corner!! So good ! Try the guacamole flight! So fun !! Love it !!","Liz F."
"Villalobos",4,"2017-01-10","Right away, I knew I'd like the place. The decor was hip and the ambiance was warm. I also came here the day after a snow storm AND it was brick outside, so at 5:30 PM on a Sunday, Montclair was dead to begin with. My friend and I split the guacamole flight, which was more than enough for the two of us (we ended up spooning most of it onto our tacos). My favorite has to be the Peanut and Pumpkinseeds, with Bacon and Brussel Sprouts coming at a close second. The bacon came thick cut chunks and the brussel sprouts were crispy as hell, which is seriously irresistible in my book, but I couldn't deny the crunch that the peanut and pumpkinseeds brought to the table. For tacos, I had the Brisket Barbacoa, Carnitas, and Camarones. My friend had the same thing, switching out the Brisket for Pescado Frito. These tacos were amazinggggggggg. Seriously, the flavor explosion that happens in your mouth is undeniably the greatest thing ever. The only thing I didn't find too nice was how the tacos were a little wet, resulting in a lightly soppy tortilla. It still held together, but broke a teensy bit. Not a big deal, as I just used a fork and got over it.  Yes, the tacos are a little pricey, but I had a Groupon ($16 for $30 worth of food). The total came out to $54, so I really only paid $40. For 6 tacos and a guacamole flight, I wouldn't say that's so terrible.  I'll definitely have to come back and try their specials, appetizers, and entrees!","Jules S."
"Villalobos",4,"2017-02-19","Sooooo I really so love this place. For the people who gave it 1-2 stars for the price, well you get what you pay for! And that's exceptional tacos!! If you want to pay less go to taco bell. My only disappointment today is the guac. I LOVE the guac and I haven't been in here in a long time, so I was sad when the guac came half empty, with hardly any bacon. I have attached a before and after. Listen, I get it, times are tough. I'd rather you raise the price and give me the same amount. It's worth the $$!!","Dee R."
"Villalobos",4,"2016-12-13","I like the ambience in this place and the tacos are delicious. However, the meals (including tacos) and drinks are a little on the pricy side. I had the rock shrimp tacos and my group had the salsa samplers. All the salsas were unique and delicious, varying in level of sweetness and spiciness. Definitely make a reservation during peak times.","Melanie T."
"Villalobos",4,"2017-02-17","Fabulous restaurant.  Great staff, positive vibe and the food is excellent.  Creative well thought out tacos and interesting appetizers.","J B."
"Villalobos",3,"2017-03-04","UPDATED: this used to be our favorite place but the last 3 times we went service was ridiculously slow & inattentive (15 minutes for more tortilla chips, 20 minutes for more water, etc) and the food did not taste as great. The scallop taco was my favorite of the bunch (we've tried them all) but they don't have it anymore, which is a crying shame, seriously. They also don't have the ahi tuna appetizer anymore either (a disappointment shared with other diners sitting around us when they heard our gasps). To be honest, the rest of the tacos taste pretty bland and chewy lately... so bottom line is: we aren't visiting this place anymore and we're honestly sad about it. Villalobos was our go-to date night spot, now we're in search of something new :( If the owners are reading this, hopefully they take note and can bounce back, we'd be happy to come back in and try again but just don't want to be disappointed again.","Jennifer C."
"Villalobos",4,"2017-02-07","This place is yummy!!! All the food we have had there is fantastic! My favorite has to be the chocolate drizzled churros! Omg so delicious!! Friendly staff and great atmosphere!!!","Ivette C."
"Villalobos",2,"2016-11-06","Mediocre taco (way too salty) and very high prices. I do not recommend.  The service is very sweet though.","Colin V."
"Villalobos",5,"2016-10-15","Nice surprise to pop in on a beautiful weekend afternoon and find a friendly and delicious restaurant","Jerry G."
"Villalobos",4,"2016-03-25","Go if you're a fan of byob and tacos! The tacos are unique and delicious! I enjoyed the shrimp, steak and hamburger tacos. It was absolutely delicious. As my appetizer I had the guacamole and with brussel sprouts and bacon. It had a bland and boring taste to it. It was missing something in the mix of ingredients that they developed. I was able to bring my own bottle of champagne which was lovely and the service was phenomenal. Taylor was my server and he was not only attentive he was very friendly. Everyone that worked in the restaurant seemed very helpful and friendly throughout my dining experience.","Ashley J."
"Villalobos",4,"2016-03-30","The only bad thing about eating in this restaurant is the fact that my tolerance for spice is not as high as I thought. I suggested to my boyfriend that we come here for my birthday because I love tacos and salsa and all things spicy. We started with three different salsas; chipotle honey, verde crudo and the habanero pineapple and all the homemade chips we could handle. We both handle spice pretty well but the combination of all three made it difficult to taste anything else, BUT it was great. I enjoyed every chip full. After a lot of water we each ordered two tacos; the pescado frito, carne asada, verduras, and camarones which we both enjoyed very much. I think this place has a great atmosphere but the tables get really crowed so I prefer to sit at the bar with my bottle of wine and have more salsa next time I'm back.","Jessie V."
"Villalobos",2,"2016-10-11","This place looks good, but looks can be deceiving. The meals are the size of quarter dollars. They are very expensive as well. Service was fine, just the food was bleh. The meat was dry and the meals looked like they came of the kids menu. Moral of the Story- If you like a big, sloppy, guacamole filled authentic Mexican meal, go to Casa Piquin.","Honey N."
"Villalobos",4,"2016-05-10","Came here on a few occasions, a few dinner dates and then I loved it so much that I brought my friends here for my birthday dinner this past March.  So needless to say, its a pretty outstanding taco place. One thing I love about this restaurant is that when you sit at the bar you get to watch all the chefs in the kitchen.  I just appreciate the quick paced and hectic atmosphere and yet it all seemed to run so smoothly. It was a little tricky bringing a big group here (~15 people).  The restaurant itself is a good size, but the tables and chairs seemed small.  So they put us in the back corner, which was fine for us since we got our own little section, but it was a little hard maneuvering all of the various plates of tacos, hot sauces (the Macha is a DEFINITE must have), guac, etc. But I had a blast regardless.  We brought our own drinks and ended up mixing some tequila in the various slushes that they offer, pretty sweet but very tasty. If you do plan on coming on a weekend night, make sure to make reservations, otherwise you will be sitting at the bar.","Sarah L."
"Villalobos",5,"2017-01-31","I'm a big fan.  Villalobos doesn't serve the slop that you get at Chile's, so don't go in there expecting unnatural orange colored rice and refried beans.  It is authentic Mexican with fresh ingredients and great flavors.  The chef changes up the menu seasonally and when he comes across great ingredients.  The setting is comfortable and hip, and the staff are friendly and know what they are talking about.  Solid value.  Check it out, you will not be disappointed.","Jeff P."
"Villalobos",4,"2016-10-16","This place looks like a trendier version of a Chipotle with the way the counter and chairs look. Open kitchen is a nice touch, and love that a lot of the ingredients are local. Started off with the guac flight, but skipped the peanut and pumpkinseed flavor because it just didn't sound appealing. Bacon and brussels sprouts guac was delicious and a great combo of flavors with smoky, thick-cut bacon pieces. Crab salad guac was the second best, and I love that they didn't skimp on the amount of crab in there. Traditional guac was just okay and I probably wouldn't order it again. Now, on to the tacos. I got the rock shrimp (camarones) and the carnitas. Shrimp taco was out of this world and I wish I had gotten two of those. Carnitas taco was good, too, but after the shrimp taco it had some pretty big shoes to fill. If you're expecting a $1 taco, try a food truck. This is meant to be a trendy Montclair spot with high-quality, local ingredients, which naturally cost more. Also, portion sizes are perfect (less fat American-sized) and I still left feeling super full after 2 tacos and splitting the chips. Do I want to blow $6 on one small taco every day? No. But would I come back here sometime in the near future on another dinner outing? Absolutely.  Deducted a star because I wish they had kind of margarita or sangria-type drink. I know the place is BYOB but Casa Piquin and Cuban Pete's and other nearby places do serve mixed drinks to which you add your own alcohol. To me, chips and guac without some kind of drink on a Saturday night is blasphemous. There are flavored sodas, but who likes soda? Other than that, keep up the good work, Villalobos!","Ella B."
"Villalobos",4,"2015-01-04","Really tasty tacos!!! We tried them a few days after we arrived from San Diego, CA...where you cant go wrong with delish tacos everywhere. Loved the decor...however, they only need to improve their guacamole a little bit. I personally recommend this place.","Paula S."
"Villalobos",3,"2014-08-24","Went there the first Friday they were open.Despite several two tops being open we were told only the counter was available.Also told that reservations are not taken, so why no table for the two of us.Food was ok.Adam and VJ are nice guys with a good potential business but are trying to create a 'scene.' ideally suited for hipsters under thirty.Noise level was tolerable until the loud music was turned on.I will try again but they need to be more hospitable to all types and ages otherwise they will be closing the door for good.","Jay C."
"Villalobos",2,"2015-03-12","Went here before an 8:00 Thursday night concert at the Wellmont.  Good location to do so...  It's a BYOB, which we didn't know beforehand, so we ran down the road for a bottle of wine.  We got there around 6:00 and were seated immediately.  One of the very attentive busboys poured some water for us and brought us chips and a green salsa and a red salsa (literally, about a tablespoon of each).  The chips/salsa were tasty.  I have been on a beet/arugula salad kick, so when I saw that there was a salad consisting of those items, plus blood orange and pistachios in a Caesar dressing, I was in!  I decided I'd start with that and then ordered 2 tacos -the Pescado (beer battered white fish, cabbage, Serrano, and a cream sauce) and the Al Pastor De Pollo (chicken, pineapple, cilantro, onions).  Hubby ordered the Carne Asado, at $28.  I had asked the waiter a couple of questions before we ordered, he answered them, but walked away before we could order.  About 15 minutes later, the attentive busboy walked over to our waiter, after making eye contact with me, and let him know that we were probably ready to order.  The waiter sauntered over and took our order (we let him know that we were going to a concert)...    My salad came out within a few minutes and although very tasty, it was sooooo freaking salty.  It almost ruined the salad - I'm not sure if it was the dressing or the pistachios, but REALLY SALTY.  (I mentioned that to 2 women who were seated next to us and contemplating ordering it - I said it was very good, but VERY salty).  About 7 minutes later our food came out.  Now, for $28, my hubby was expecting a steak.  What he received was literally about the size of a hockey puck (cooked to the correct temperature, just a tiny bite sized piece of steak).  It was tasty, I tried some of the 'bone marrow butter' off the top and that was really good - a nice flavor to accent the puny piece of meat (Where's the BEEF???)  My tacos were 'eh'.  The fish taco had ZERO flavor except for a really potent HOT pepper flavor, which was not enjoyable at all.  there was no other flavor - very bland...just an 'in your face' heat from the pepper (I mentioned that to the waiter when he came by - he said just to let them know not to add the pepper - they add it an the end of cooking - hence the reason it's so 'in your face').  The chicken was not memorable.  After we finished (hubby was ready to find a Burger King at that point, because he was still hungry!), the busboy took away our plates, and we sat....and sat....and sat.  Finally, the busboy, AGAIN, motioned to our waiter, and he brought us the check.  We literally made it to the theater (which is maybe a 5 minute walk) by 8:00.  2 hours, for mediocre food, and $55 later, we had already decided that Villalobos was a 'one and done' for us.  Been there, done that, not impressed.","Linda G."
"Villalobos",4,"2015-07-31","Food was amazing. The Carnitas tacos outstanding!  Great location. Service was very good our waitress was nice, informative, friendly, and efficient. My only complaint is that the waitress broke my glass with wine already in it (rendering the wine undrinkable) and no one offered us any discount, comp or to buy a new bottle of wine. I mean, it ruin a huge glass of wine. That being said, she was very apologetic.","Christine F."
"Villalobos",5,"2014-08-15","it's all about the simplicity here. it's tasty and the ingredients are fresh. we're here on opening week and it's crazy packed to the point where they're turning people away. had carnitas, barbacoa and pescado tacos as well as the villalobos guac (why not right?) and it's all fantastic. there's a very particular attention to detail with how everything is made and it shows with every bite. there's plenty of variety to choose from so we're definitely going to be back for more.","Roman A."
"Villalobos",2,"2015-03-14","How does a Mexican place make flavorless tacos? Nothing special about the food here but how overpriced this.","Eugene R."
