"model","ov_rating","va_rating"
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",3,4
"2010 Acura TL",4,4
"2010 Acura TL",3,2
"2010 Acura TL",2,2
"2010 Acura TL",5,5
"2010 Acura TL",4,4
"2010 Acura TL",3,1
"2010 Acura TL",2,3
"2010 Acura TL",3,2
"2010 Acura TL",3,2
"2010 Acura TL",3,3
"2010 Acura TL",4,4
"2010 Acura TL",5,5
"2010 Acura TL",4,4
"2010 Acura TL",4,5
"2010 Acura TL",3,3
"2010 Acura TL",4,5
"2010 Acura TL",4,5
"2010 Acura TL",3,2
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",3,3
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",3,4
"2010 Acura TL",3,4
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",3,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",3,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",3,3
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,4
"2010 Acura TL",4,4
"2010 Acura TL",4,5
"2010 Acura TL",2,3
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",3,3
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,7
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",3,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",2,2
"2010 Acura TL",5,4
"2010 Acura TL",2,2
"2010 Acura TL",4,3
"2010 Acura TL",4,4
"2010 Acura TL",4,4
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",3,3
"2010 Acura TL",5,5
"2010 Acura TL",3,4
"2010 Acura TL",2,3
"2010 Acura TL",2,3
"2010 Acura TL",2,2
"2010 Acura TL",4,5
"2010 Acura TL",4,5
"2010 Acura TL",5,4
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",2,2
"2010 Acura TL",2,2
"2010 Acura TL",3,3
"2010 Acura TL",4,4
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",1,2
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,4
"2010 Acura TL",3,4
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",3,4
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",2,1
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",4,4
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",1,3
"2010 Acura TL",4,5
"2010 Acura TL",4,5
"2010 Acura TL",3,4
"2010 Acura TL",5,5
"2010 Acura TL",5,4
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",2,5
"2010 Acura TL",4,5
"2010 Acura TL",2,2
"2010 Acura TL",4,4
"2010 Acura TL",4,5
"2010 Acura TL",4,4
"2010 Acura TL",3,3
"2010 Acura TL",1,1
"2010 Acura TL",5,5
"2010 Acura TL",2,2
"2010 Acura TL",4,4
"2010 Acura TL",4,4
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",1,1
"2010 Acura TL",1,1
"2010 Acura TL",2,3
"2010 Acura TL",4,4
"2010 Acura TL",1,1
"2010 Acura TL",1,1
"2010 Acura TL",1,1
"2010 Acura TL",4,4
"2010 Acura TL",2,3
"2010 Acura TL",1,1
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",4,4
"2010 Acura TL",4,4
"2010 Acura TL",5,5
"2010 Acura TL",1,1
"2010 Acura TL",4,5
"2010 Acura TL",3,2
"2010 Acura TL",3,4
"2010 Acura TL",4,5
"2010 Acura TL",1,1
"2010 Acura TL",2,2
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,4
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Audi A5",5,5
"2010 Audi A5",5,4
"2010 Buick LaCrosse",5,5
"2010 Buick LaCrosse",5,5
"2010 Buick LaCrosse",5,4
"2010 Buick Lucerne",5,5
"2010 Cadillac CTS-V",4,5
"2010 Cadillac CTS-V",4,5
"2010 Cadillac CTS-V",5,5
"2010 Cadillac CTS",4,3
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",2,3
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",5,4
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",5,3
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",4,5
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",2,1
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",4,5
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",4,5
"2010 Cadillac CTS",1,2
"2010 Cadillac CTS",2,1
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",2,3
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",3,3
"2010 Cadillac CTS",4,3
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",2,2
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",1,1
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",5,5
"2010 Cadillac CTS",4,4
"2010 Cadillac CTS",2,1
"2010 Cadillac DTS",1,2
"2010 Cadillac STS",5,5
"2010 Infiniti M",5,5
"2010 Infiniti M",4,5
"2010 Infiniti M",4,5
"2010 Infiniti M",4,4
"2010 Infiniti M",4,4
"2010 Infiniti M",5,5
"2010 Infiniti M",2,4
"2010 Infiniti M",5,5
"2010 Infiniti M",5,5
"2010 Infiniti M",5,5
"2010 Infiniti M",5,5
"2010 Infiniti M",5,5
"2010 Infiniti M",5,5
"2010 Lincoln MKS",4,4
"2010 Lincoln MKZ",5,5
"2010 Lincoln MKZ",4,4
"2010 Lincoln MKZ",2,3
"2010 Lincoln MKZ",5,5
"2010 Lincoln Town Car",2,2
"2010 Lincoln Town Car",3,3
"2010 Lincoln Town Car",3,3
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",5,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",3,3
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",3,2
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",3,3
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",4,3
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",3,3
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",5,4
"2010 Lincoln Town Car",5,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,4
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",4,4
"2010 Lincoln Town Car",4,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",1,1
"2010 Lincoln Town Car",5,5
"2010 Lincoln Town Car",5,5
"2010 Mercedes-Benz C-class",2,2
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,3
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",1,1
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",3,1
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,2
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",2,3
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",2,2
"2010 Mercedes-Benz C-class",2,2
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",3,2
"2010 Mercedes-Benz C-class",1,1
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",2,2
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",3,2
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",3,4
"2010 Mercedes-Benz C-class",4,3
"2010 Mercedes-Benz C-class",3,4
"2010 Mercedes-Benz C-class",4,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",2,1
"2010 Mercedes-Benz C-class",4,3
"2010 Mercedes-Benz C-class",2,1
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",4,3
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",3,3
"2010 Mercedes-Benz C-class",1,1
"2010 Mercedes-Benz C-class",4,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",1,1
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,4
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",4,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",2,2
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",3,3
"2010 Mercedes-Benz C-class",2,1
"2010 Mercedes-Benz C-class",3,2
"2010 Mercedes-Benz C-class",3,2
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",2,2
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,4
"2010 Mercedes-Benz C-class",1,3
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",1,1
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",2,3
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz C-class",4,4
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",5,5
"2010 Mercedes-Benz C-class",4,4
"2010 Mercedes-Benz C-class",1,1
"2010 Mercedes-Benz C-class",5,4
"2010 Mercedes-Benz C-class",4,3
"2010 Mercedes-Benz C-class",4,5
"2010 Mercedes-Benz E-class",1,1
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",1,1
"2010 Mercedes-Benz E-class",1,1
"2010 Mercedes-Benz E-class",2,1
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",1,1
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",4,3
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",2,3
"2010 Mercedes-Benz E-class",3,3
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",3,3
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",1,2
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",3,4
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",1,1
"2010 Mercedes-Benz E-class",2,3
"2010 Mercedes-Benz E-class",4,3
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",2,2
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",4,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",3,3
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",4,4
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",3,2
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class",3,2
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",4,5
"2010 Mercedes-Benz E-class",5,5
"2010 Mercedes-Benz E-class",5,4
"2010 Mercedes-Benz E-class ",5,5
"2010 Mercedes-Benz E-class ",1,1
"2010 Mercedes-Benz E-class ",4,3
"2010 Mercedes-Benz E-class ",5,5
"2010 Mercedes-Benz E-class ",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,4
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",4,4
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,3
"2010 Mercedes-Benz S-class",1,1
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",2,3
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",1,1
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,4
"2010 Mercedes-Benz S-class",1,1
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,3
"2010 Mercedes-Benz S-class",5,3
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",2,2
"2010 Mercedes-Benz S-class",1,1
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",4,5
"2010 Mercedes-Benz S-class",4,4
"2010 Mercedes-Benz S-class",3,3
"2010 Mercedes-Benz S-class",4,4
"2010 Mercedes-Benz S-class",4,4
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz S-class",5,4
"2010 Mercedes-Benz S-class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",2,2
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",2,2
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",2,2
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",4,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",2,2
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",1,2
"2010 Mercedes-Benz SLK-Class",2,3
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",1,2
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",1,2
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",2,1
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",3,2
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",2,2
"2010 Mercedes-Benz SLK-Class",2,2
"2010 Mercedes-Benz SLK-Class",4,3
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",1,2
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",4,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",4,5
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",2,2
"2010 Mercedes-Benz SLK-Class",1,1
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Mercedes-Benz SLK-Class",5,5
"2010 Mercedes-Benz SLK-Class",5,4
"2010 Porsche Panamera",5,5
"2010 Porsche Panamera",5,5
"2011 Acura RL",1,1
"2011 Acura RL",4,4
"2011 Acura RL",1,1
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",4,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",4,5
"2011 Acura RL",4,5
"2011 Acura RL",4,5
"2011 Acura RL",4,5
"2011 Acura RL",5,5
"2011 Acura RL",5,4
"2011 Acura RL",5,5
"2011 Acura RL",4,4
"2011 Acura RL",4,4
"2011 Acura RL",5,4
"2011 Acura RL",4,4
"2011 Acura RL",4,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,4
"2011 Acura RL",5,5
"2011 Acura RL",3,3
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",2,2
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",4,5
"2011 Acura RL",5,3
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",1,1
"2011 Acura RL",1,1
"2011 Acura RL",5,4
"2011 Acura RL",2,2
"2011 Acura RL",3,3
"2011 Acura RL",5,4
"2011 Acura RL",5,5
"2011 Acura RL",4,5
"2011 Acura RL",5,4
"2011 Acura RL",2,2
"2011 Acura RL",5,5
"2011 Acura RL",5,4
"2011 Acura RL",3,3
"2011 Acura RL",5,5
"2011 Acura RL",3,3
"2011 Acura RL",2,2
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,5
"2011 Acura RL",5,4
"2011 Audi A6",5,5
"2011 Audi A6",1,2
"2011 Audi A6",2,2
"2011 Audi A6",5,5
"2011 Audi A6",2,2
